VariableName,Attribute,Use in Analysis
OTHERKNEE_V00XRJSML,(OTHER KNEE) SV:Left knee paired x-ray reading: joint space narrowing (OARSI grades 0-3) medial compartment (Image Sample B),1.0
OTHERKNEE_V00XRCHML,(OTHER KNEE) SV:Left knee paired x-ray reading: chondrocalcinosis (Grades 0-1) medial compartment (Image Sample B),1.0
OTHERKNEE_V00XROSTML,(OTHER KNEE) SV:Left knee paired x-ray reading: osteophytes (OARSI grades 0-3) tibia medial compartment (Image Sample B),1.0
OTHERKNEE_V00XRSCTML,(OTHER KNEE) SV:Left knee paired x-ray reading: sclerosis (OARSI grades 0-3) tibia medial compartment (Image Sample B),1.0
OTHERKNEE_V00XRCYTML,(OTHER KNEE) SV:Left knee paired x-ray reading: cysts (Grades 0-1) tibia medial compartment (Image Sample B),1.0
OTHERKNEE_V00XRATTML,(OTHER KNEE) SV:Left knee paired x-ray reading: attrition (OARSI grades 0-3) tibia medial compartment (Image Sample B),1.0
OTHERKNEE_V00XRKLL,(OTHER KNEE) SV:Left knee paired x-ray reading: Kellgren and Lawrence (Grades 0-4) (Image Sample B),1.0
OTHERKNEE_V00XROSFLL,(OTHER KNEE) SV:Left knee paired x-ray reading: osteophytes (OARSI grades 0-3) femur lateral compartment (Image Sample B),1.0
OTHERKNEE_V00XRSCFLL,(OTHER KNEE) SV:Left knee paired x-ray reading: sclerosis (OARSI grades 0-3) femur lateral compartment (Image Sample B),1.0
OTHERKNEE_V00XRCYFLL,(OTHER KNEE) SV:Left knee paired x-ray reading: cysts (Grades 0-1) femur lateral compartment (Image Sample B),1.0
OTHERKNEE_V00XRJSLL,(OTHER KNEE) SV:Left knee paired x-ray reading: joint space narrowing (OARSI grades 0-3) lateral compartment (Image Sample B),1.0
OTHERKNEE_V00XRCHLL,(OTHER KNEE) SV:Left knee paired x-ray reading: chondrocalcinosis (Grades 0-1) lateral compartment (Image Sample B),1.0
OTHERKNEE_V00XROSTLL,(OTHER KNEE) SV:Left knee paired x-ray reading: osteophytes (OARSI grades 0-3) tibia lateral compartment (Image Sample B),1.0
OTHERKNEE_V00XRSCTLL,(OTHER KNEE) SV:Left knee paired x-ray reading: sclerosis (OARSI grades 0-3) tibia lateral compartment (Image Sample B),1.0
OTHERKNEE_V00XRCYTLL,(OTHER KNEE) SV:Left knee paired x-ray reading: cysts (Grades 0-1) tibia lateral compartment (Image Sample B),1.0
OTHERKNEE_V00XRATTLL,(OTHER KNEE) SV:Left knee paired x-ray reading: attrition (OARSI grades 0-3) tibia lateral compartment (Image Sample B),1.0
OTHERKNEE_P01OAGRDL,(OTHER KNEE) SV:Left knee baseline x-ray: composite OA grade (quasi KL grade) (calc),1.0
OTHERKNEE_P01KPNLEV,"(OTHER KNEE) SV:Q17.Left knee pain, aching or stiffness: ever had more than half the days of a month",1.0
OTHERKNEE_P01KPNLEVY,"(OTHER KNEE) SV:Q17a.Left knee pain, aching or stiffness: started about how many years ago",1.0
OTHERKNEE_P01KPNL12,"(OTHER KNEE) SV:Q18.Left knee pain, aching or stiffness: any, past 12 months",1.0
OTHERKNEE_P01KPNL12M,"(OTHER KNEE) SV:Q18ai.Left knee pain, aching or stiffness: how many months on more than half the days of a month, past 12 months",1.0
OTHERKNEE_P01HPNL12,"(OTHER KNEE) SV:Q39.Left hip pain, aching or stiffness: any, past 12 months (includes pain in groin and in front and sides of upper thigh)",1.0
OTHERKNEE_P01HPNLIL,"(OTHER KNEE) SV:Q39ai.Left hip pain, aching or stiffness location: groin/inside leg near hip",1.0
OTHERKNEE_P01HPNLOL,"(OTHER KNEE) SV:Q39ai.Left hip pain, aching or stiffness location: outside of leg near hip",1.0
OTHERKNEE_P01HPNLFL,"(OTHER KNEE) SV:Q39ai.Left hip pain, aching or stiffness location: front of leg near hip",1.0
OTHERKNEE_P01HPNLB,"(OTHER KNEE) SV:Q39ai.Left hip pain, aching or stiffness location: buttocks",1.0
OTHERKNEE_P01HPNLLB,"(OTHER KNEE) SV:Q39ai.Left hip pain, aching or stiffness location: lower back",1.0
OTHERKNEE_P01HPNLDK,"(OTHER KNEE) SV:Q39ai.Left hip pain, aching or stiffness location: don't know",1.0
OTHERKNEE_P01OJPNLS,"(OTHER KNEE) SV:Q44.Left shoulder pain, aching or stiffness: more than half the days, past 30 days",1.0
OTHERKNEE_P01OJPNLE,"(OTHER KNEE) SV:Q44.Left elbow pain, aching or stiffness: more than half the days, past 30 days",1.0
OTHERKNEE_P01OJPNLW,"(OTHER KNEE) SV:Q44.Left wrist pain, aching or stiffness: more than half the days, past 30 days",1.0
OTHERKNEE_P01OJPNLH,"(OTHER KNEE) SV:Q44.Left hand/finger pain, aching or stiffness: more than half the days, past 30 days",1.0
OTHERKNEE_P01OJPNLA,"(OTHER KNEE) SV:Q44.Left ankle pain, aching or stiffness: more than half the days, past 30 days",1.0
OTHERKNEE_P01OJPNLF,"(OTHER KNEE) SV:Q44.Left foot pain, aching or stiffness: more than half the days, past 30 days",1.0
OTHERKNEE_V00WPLKN1,"(OTHER KNEE) EV:Left knee pain: walking, last 7 days",1.0
OTHERKNEE_V00WPLKN2,"(OTHER KNEE) EV:Left knee pain: stairs, last 7 days",1.0
OTHERKNEE_V00WPLKN3,"(OTHER KNEE) EV:Left knee pain: in bed, last 7 days",1.0
OTHERKNEE_V00WPLKN4,"(OTHER KNEE) EV:Left knee pain: sit or lie down, last 7 days",1.0
OTHERKNEE_V00WPLKN5,"(OTHER KNEE) EV:Left knee pain: standing, last 7 days",1.0
OTHERKNEE_V00KPLKN1,"(OTHER KNEE) EV:Q13a.Left knee pain: twisting/pivoting on knee, last 7 days",1.0
OTHERKNEE_V00KPLKN2,"(OTHER KNEE) EV:Q13b.Left knee pain: straightening knee fully, last 7 days",1.0
OTHERKNEE_V00KPLKN3,"(OTHER KNEE) EV:Q13c.Left knee pain: bending knee fully, last 7 days",1.0
OTHERKNEE_V00P7LKFR,(OTHER KNEE) EV:Q14.Left knee pain: how often,1.0
OTHERKNEE_V00WSLKN1,"(OTHER KNEE) EV:Left knee stiffness: in morning, last 7 days",1.0
OTHERKNEE_V00WSLKN2,"(OTHER KNEE) EV:Left knee stiffness: later in day, last 7 days",1.0
OTHERKNEE_V00KSXLKN1,"(OTHER KNEE) EV:Q17.Left knee symptoms: swelling, last 7 days",1.0
OTHERKNEE_V00KSXLKN2,"(OTHER KNEE) EV:Q18.Left knee symptoms: feel grinding, hear clicking or any other type of noise when knee moves, last 7 days",1.0
OTHERKNEE_V00KSXLKN3,"(OTHER KNEE) EV:Q19.Left knee symptoms: knee catch or hang up when moving, last 7 days",1.0
OTHERKNEE_V00KSXLKN4,"(OTHER KNEE) EV:Q20.Left knee symptoms: straighten knee fully, last 7 days",1.0
OTHERKNEE_V00KSXLKN5,"(OTHER KNEE) EV:Q21.Left knee symptoms: bend knee fully, last 7 days",1.0
OTHERKNEE_V00DILKN1,"(OTHER KNEE) EV:Left knee difficulty: down stairs, last 7 days",1.0
OTHERKNEE_V00DILKN2,"(OTHER KNEE) EV:Left knee difficulty: up stairs, last 7 days",1.0
OTHERKNEE_V00DILKN3,"(OTHER KNEE) EV:Left knee difficulty: stand from sitting, last 7 days",1.0
OTHERKNEE_V00DILKN4,"(OTHER KNEE) EV:Left knee difficulty: standing, last 7 days",1.0
OTHERKNEE_V00DILKN5,"(OTHER KNEE) EV:Left knee difficulty: bending, last 7 days",1.0
OTHERKNEE_V00DILKN6,"(OTHER KNEE) EV:Left knee difficulty: walking, last 7 days",1.0
OTHERKNEE_V00DILKN7,"(OTHER KNEE) EV:Left knee difficulty: in car/out of car, last 7 days",1.0
OTHERKNEE_V00DILKN8,"(OTHER KNEE) EV:Left knee difficulty: shopping, last 7 days",1.0
OTHERKNEE_V00DILKN9,"(OTHER KNEE) EV:Left knee difficulty: socks on, last 7 days",1.0
OTHERKNEE_V00DILKN10,"(OTHER KNEE) EV:Left knee difficulty: get out of bed, last 7 days",1.0
OTHERKNEE_V00DILKN11,"(OTHER KNEE) EV:Left knee difficulty: socks off, last 7 days",1.0
OTHERKNEE_V00DILKN12,"(OTHER KNEE) EV:Left knee difficulty: lying down, last 7 days",1.0
OTHERKNEE_V00DILKN13,"(OTHER KNEE) EV:Left knee difficulty: get in/out of bathtub, last 7 days",1.0
OTHERKNEE_V00DILKN14,"(OTHER KNEE) EV:Left knee difficulty: sitting, last 7 days",1.0
OTHERKNEE_V00DILKN15,"(OTHER KNEE) EV:Left knee difficulty: on/off toilet, last 7 days",1.0
OTHERKNEE_V00DILKN16,"(OTHER KNEE) EV:Left knee difficulty: heavy chores, last 7 days",1.0
OTHERKNEE_V00DILKN17,"(OTHER KNEE) EV:Left knee difficulty: light chores, last 7 days",1.0
OTHERKNEE_P02KPNLCV,"(OTHER KNEE) IEI:Q9b.Left knee pain, aching or stiffness: more than half the days of a month, past 12 months (calc, used for study eligibility)",1.0
OTHERKNEE_P01KPL30CV,"(OTHER KNEE) SV:Q19a.Left knee pain, aching or stiffness: more than half the days, past 30 days (calc)",1.0
OTHERKNEE_P01HPL12CV,"(OTHER KNEE) SV:Q39a.Left hip pain, aching or stiffness: more than half the days of a month, past 12 months (calc)",1.0
OTHERKNEE_V00WOMKPL,(OTHER KNEE) EV:Left knee: WOMAC Pain Score (calc),1.0
OTHERKNEE_V00KOOSKPL,(OTHER KNEE) EV:Left knee: KOOS Pain Score (calc),1.0
OTHERKNEE_V00WOMSTFL,(OTHER KNEE) EV:Left knee: WOMAC Stiffness Score (calc),1.0
OTHERKNEE_V00KOOSYML,(OTHER KNEE) EV:Left knee: KOOS Symptoms Score (calc),1.0
OTHERKNEE_V00WOMADLL,(OTHER KNEE) EV:Left knee: WOMAC Disability Score (calc),1.0
OTHERKNEE_P01KPL12CV,"(OTHER KNEE) SV:Q18a.Left knee pain, aching or stiffness: more than half the days of a month, past 12 months (calc)",1.0
OTHERKNEE_V00P7LKRCV,"(OTHER KNEE) EV:Q14a.Left knee pain: severity, past 7 days, rated on scale of 0-10 (calc)",1.0
OTHERKNEE_P01PMLKRCV,"(OTHER KNEE) SV:Q19b.Left knee pain: severity, past 30 days, rated on scale of 0-10 (calc)",1.0
OTHERKNEE_V00WOMTSL,(OTHER KNEE) EV:Left knee: WOMAC Total Score (calc),1.0
OTHERKNEE_P01LKSX,"(OTHER KNEE) SV:Left knee baseline symptom status (combines past 30 days and 12 months, calc, used in OAI definition of symptomatic knee OA)",1.0
OTHERKNEE_P01LSXKOA,(OTHER KNEE) SV:Left knee baseline symptomatic OA status (calc),1.0
OTHERKNEE_P01BL12SXL,"(OTHER KNEE) SV:Left knee baseline frequent knee pain status (IEI, SV, both, or neither) (calc)",1.0
OTHERKNEE_P01LKP30CV,"(OTHER KNEE) SV:Q19.Left knee pain, aching or stiffness: any, past 30 days (calc)",1.0
OTHERKNEE_P01RAFT6L,"(OTHER KNEE) SV:Q4b.RA symptoms: left fingers or thumb swelling, ever had lasting more than 6 weeks",1.0
OTHERKNEE_P01RAKN6L,"(OTHER KNEE) SV:Q4d.RA symptoms: left knee swelling, ever had lasting more than 6 weeks",1.0
OTHERKNEE_P01INJL,"(OTHER KNEE) SV:Q31.Left knee, ever injured badly enough to limit ability to walk for at least two days",1.0
OTHERKNEE_P01INJL1,"(OTHER KNEE) SV:Q31i.Left knee, how old at first injury",1.0
OTHERKNEE_P01INJL2,"(OTHER KNEE) SV:Q31ii.Left knee, how old at second injury",1.0
OTHERKNEE_P01INJL3,"(OTHER KNEE) SV:Q31iii.Left knee, how old at third injury",1.0
OTHERKNEE_P01KSURGL,"(OTHER KNEE) SV:Q32.Left knee, ever have surgery or arthroscopy",1.0
OTHERKNEE_P01KRSLA,"(OTHER KNEE) SV:Q33a.Left knee, how old when first had replaced",1.0
OTHERKNEE_P01ARTL,"(OTHER KNEE) SV:Q34.Left knee, ever have arthroscopy (where they put a scope in knee)",1.0
OTHERKNEE_P01ARTL1,"(OTHER KNEE) SV:Q34ai.Left knee, how old at first arthroscopy",1.0
OTHERKNEE_P01ARTL2,"(OTHER KNEE) SV:Q34aii.Left knee, how old at second arthroscopy",1.0
OTHERKNEE_P01ARTL3,"(OTHER KNEE) SV:Q34aiii.Left knee, how old at third arthroscopy",1.0
OTHERKNEE_P01ARTLINJ,"(OTHER KNEE) SV:Q34b.Left knee, was at least one arthroscopy to repair injury",1.0
OTHERKNEE_P01MENL,"(OTHER KNEE) SV:Q35.Left knee, ever have meniscectomy (where they repaired or cut away torn meniscus or cartilage)",1.0
OTHERKNEE_P01MENL1,"(OTHER KNEE) SV:Q35ai.Left knee, how old at first meniscectomy",1.0
OTHERKNEE_P01MENL2,"(OTHER KNEE) SV:Q35aii.Left knee, how old at second meniscectomy",1.0
OTHERKNEE_P01MENL3,"(OTHER KNEE) SV:Q35aiii.Left knee, how old at third meniscectomy",1.0
OTHERKNEE_P01MENLINJ,"(OTHER KNEE) SV:Q35b.Left knee, was at least one meniscectomy to repair an injury",1.0
OTHERKNEE_P01LRL,"(OTHER KNEE) SV:Q36.Left knee, ever have ligament repair surgery",1.0
OTHERKNEE_P01LRL1,"(OTHER KNEE) SV:Q36ai.Left knee, how old at first ligament repair surgery",1.0
OTHERKNEE_P01LRL2,"(OTHER KNEE) SV:Q36aii.Left knee, how old at second ligament repair surgery",1.0
OTHERKNEE_P01LRL3,"(OTHER KNEE) SV:Q36aiii.Left knee, how old at third ligament repair surgery",1.0
OTHERKNEE_P01OTSURGL,"(OTHER KNEE) SV:Q37.Left knee, ever have any other kind of surgery",1.0
OTHERKNEE_P01OTSL1,"(OTHER KNEE) SV:Q37bi.Left knee, how old at first other surgery",1.0
OTHERKNEE_P01OTSL2,"(OTHER KNEE) SV:Q37bii.Left knee, how old at second other surgery",1.0
OTHERKNEE_P01OTSL3,"(OTHER KNEE) SV:Q37biii.Left knee, how old at third other surgery",1.0
OTHERKNEE_P01OTSLINJ,"(OTHER KNEE) SV:Q37c.Left knee, was at least one other surgery to repair an injury",1.0
OTHERKNEE_P01HRSL,"(OTHER KNEE) SV:Q42.Left hip, ever had replaced",1.0
OTHERKNEE_P01HRSLOA,"(OTHER KNEE) SV:Q42a.Left hip replacement reason, osteoarthritis or degenerative arthritis",1.0
OTHERKNEE_P01HRSLDK,"(OTHER KNEE) SV:Q42a.Left hip replacement reason, don't know",1.0
OTHERKNEE_V00HYAINJL,"(OTHER KNEE) EV:Left knee hyaluronic acid injection, past 6 months (calc)",1.0
OTHERKNEE_V00STRINJL,"(OTHER KNEE) EV:Left knee steroid injection, past 6 months (calc)",1.0
OTHERKNEE_P01RAWE6L,"(OTHER KNEE) SV:RA symptoms: left wrist or elbow swelling, ever had lasting more than 6 weeks (calc)",1.0
OTHERKNEE_P01HRSLFXO,"(OTHER KNEE) SV:Left hip replacement reason, hip fracture or other (calc)",1.0
OTHERKNEE_V00EKRSL,"(OTHER KNEE) EV:Q12.Isometric strength: left knee, ever had knee replacement surgery",1.0
OTHERKNEE_V00LLLGTH,(OTHER KNEE) EV:Q13.Isometric strength: left leg length from transducer to joint line (cm),1.0
OTHERKNEE_V00LLBACK,"(OTHER KNEE) EV:Q15a.Isometric strength: left leg chair and transducer settings, back support (cm)",1.0
OTHERKNEE_V00LLARM,"(OTHER KNEE) EV:Q15b.Isometric strength: left leg chair and transducer settings, arm support (cm)",1.0
OTHERKNEE_V00LLHORIZ,"(OTHER KNEE) EV:Q15c.Isometric strength: left leg chair and transducer settings, horizontal bar (knee angle fix) (cm)",1.0
OTHERKNEE_V00LEXPN,"(OTHER KNEE) EV:Q18.Isometric strength: left knee extension, any knee pain during test",1.0
OTHERKNEE_V00LEXCOMP,"(OTHER KNEE) EV:Q19.Isometric strength: left knee extension, able to complete (3) measurements",1.0
OTHERKNEE_V00LEXWHY1,"(OTHER KNEE) EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, knee pain",1.0
OTHERKNEE_V00LEXWHY2,"(OTHER KNEE) EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, equipment problems",1.0
OTHERKNEE_V00LEXWHY3,"(OTHER KNEE) EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, participant fatigue",1.0
OTHERKNEE_V00LEXWHY4,"(OTHER KNEE) EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, participant refused",1.0
OTHERKNEE_V00LEXWHY5,"(OTHER KNEE) EV:Q19a.Isometric strength: left knee extension, not able to complete measurements, other",1.0
OTHERKNEE_V00LFXPN,"(OTHER KNEE) EV:Q21.Isometric strength: left knee flexion, any knee pain during test",1.0
OTHERKNEE_V00LFXCOMP,"(OTHER KNEE) EV:Q22.Isometric strength: left knee flexion, able to complete (3) measurements",1.0
OTHERKNEE_V00LFXWHY1,"(OTHER KNEE) EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, knee pain",1.0
OTHERKNEE_V00LFXWHY2,"(OTHER KNEE) EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, equipment problems",1.0
OTHERKNEE_V00LFXWHY3,"(OTHER KNEE) EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, participant fatigue",1.0
OTHERKNEE_V00LFXWHY4,"(OTHER KNEE) EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, participant refused",1.0
OTHERKNEE_V00LFXWHY5,"(OTHER KNEE) EV:Q22a.Isometric strength: left knee flexion, not able to complete measurements, other",1.0
OTHERKNEE_V00LPN400W,(OTHER KNEE) EV:Q13.400-meter walk: left knee pain during walk,1.0
OTHERKNEE_V00LPWKTYP,"(OTHER KNEE) EV:Q13i.400-meter walk: left knee pain mild, moderate or severe",1.0
OTHERKNEE_V00LKPATPN,"(OTHER KNEE) EV:Left knee exam: patellar quadriceps tendinitis, pain/tenderness at any four sites",1.0
OTHERKNEE_V00LKEFFB,"(OTHER KNEE) EV:Left knee exam: effusion, bulge sign positive",1.0
OTHERKNEE_V00LKEFFPT,"(OTHER KNEE) EV:Left knee exam: effusion, patellar tap positive",1.0
OTHERKNEE_V00LKRFXPN,(OTHER KNEE) EV:Left knee exam: knee flexion pain/tenderness present on exam,1.0
OTHERKNEE_V00LKLTTPN,(OTHER KNEE) EV:Left knee exam: lateral tibiofemoral pain/tenderness present on exam,1.0
OTHERKNEE_V00LKMTTPN,(OTHER KNEE) EV:Left knee exam: medial tibiofemoral pain/tenderness present on exam,1.0
OTHERKNEE_V00LKABPN,"(OTHER KNEE) EV:Left knee exam: anserine bursa, pain/tenderness present on exam",1.0
OTHERKNEE_V00LKPFCRE,(OTHER KNEE) EV:Left knee exam: patello-femoral crepitus present on exam,1.0
OTHERKNEE_V00LKPGDPN,"(OTHER KNEE) EV:Left knee exam: patellar grind, painful or tender behind knee cap",1.0
OTHERKNEE_V00LLWGT,(OTHER KNEE) EV:Q16.Isometric strength: left leg weight (N),1.0
OTHERKNEE_P01LH1CV,(OTHER KNEE) SV:Left hand exam: joint 1 (calc),1.0
OTHERKNEE_P01LH2CV,(OTHER KNEE) SV:Left hand exam: joint 2 (calc),1.0
OTHERKNEE_P01LH3CV,(OTHER KNEE) SV:Left hand exam: joint 3 (calc),1.0
OTHERKNEE_P01LH4CV,(OTHER KNEE) SV:Left hand exam: joint 4 (calc),1.0
OTHERKNEE_P01LH5CV,(OTHER KNEE) SV:Left hand exam: joint 5 (calc),1.0
OTHERKNEE_P01LHBE,(OTHER KNEE) SV:Left hand exam: total number of bony enlargements (calc),1.0
OTHERKNEE_V00LEXP1CV,"(OTHER KNEE) EV:Q18a.Isometric strength: left knee extension, severity of pain (calc)",1.0
OTHERKNEE_V00LFXP1CV,"(OTHER KNEE) EV:Q21a.Isometric strength: left knee flexion, severity of pain (calc)",1.0
OTHERKNEE_V00LFXP2CV,"(OTHER KNEE) EV:Q21b.Isometric strength: left knee flexion, pain prevent from pulling as hard as can (calc)",1.0
OTHERKNEE_V00LKFHDEG,"(OTHER KNEE) EV:Left knee exam: flexion contracture/hyperextension, degrees (contracture positive) (calc)",1.0
OTHERKNEE_V00LKALNMT,"(OTHER KNEE) EV:Left knee exam: alignment, degrees (valgus negative) (calc)",1.0
OTHERKNEE_V00lftrial,(OTHER KNEE) Left Flexion MAX Force TRIAL No,1.0
OTHERKNEE_V00lfmaxf,(OTHER KNEE) Left Flexion MAX Force,1.0
OTHERKNEE_V00lfTLPL,(OTHER KNEE) Left Flexion MAX Force Low Production Limit,1.0
OTHERKNEE_V00lfTHPL,(OTHER KNEE) Left Flexion MAX Force High Production Limit,1.0
OTHERKNEE_V00lfTLRL,(OTHER KNEE) Left Flexion MAX Force Low Relaxation Limit,1.0
OTHERKNEE_V00lfTHRL,(OTHER KNEE) Left Flexion MAX Force High Relaxation Limit,1.0
OTHERKNEE_V00letrial,(OTHER KNEE) Left Extension MAX Force TRIAL No,1.0
OTHERKNEE_V00lemaxf,(OTHER KNEE) Left Extension MAX Force,1.0
OTHERKNEE_V00leTLPL,(OTHER KNEE) Left Extension MAX Force Low Production Limit,1.0
OTHERKNEE_V00leTHPL,(OTHER KNEE) Left Extension MAX Force High Production Limit,1.0
OTHERKNEE_V00leTLRL,(OTHER KNEE) Left Extension MAX Force Low Relaxation Limit,1.0
OTHERKNEE_V00leTHRL,(OTHER KNEE) Left Extension MAX Force High Relaxation Limit,1.0
OTHERKNEE_V00lexcmp2,(OTHER KNEE) Left Extension Completed >=2 Good Trials,1.0
OTHERKNEE_V00lfxcmp2,(OTHER KNEE) Left Flexion Completed >=2 Good Trials,1.0
OTHERKNEE_V00lkdefcv,(OTHER KNEE) EV:Left knee exam: alignment varus or valgus (calc),1.0
OTHERKNEE_V00leSFR,(OTHER KNEE) Left Extension Speed of Force Relaxation,1.0
OTHERKNEE_V00lfSFP,(OTHER KNEE) Left Flexion Speed of Force Production,1.0
OTHERKNEE_V00lfSFR,(OTHER KNEE) Left Flexion Speed of Force Relaxation,1.0
OTHERKNEE_V00leSFP,(OTHER KNEE) Left Extension Speed of Force Production,1.0
OTHERKNEE_V00LLVERT,"(OTHER KNEE) EV:Q15d.Isometric strength: left leg chair and transducer settings, vertical bar (height) (cm)",1.0
OTHERKNEE_V00LPWKPRV,(OTHER KNEE) EV:Q13ii.400-meter walk: left knee pain prevent walking at usual pace,1.0
OTHERKNEE_V00LEXP2CV,"(OTHER KNEE) EV:Q18b.Isometric strength: left knee extension, pain prevent from pushing as hard as can (calc)",1.0
OTHERKNEE_P01KRSL,"(OTHER KNEE) SV:Q33.Left knee, ever have replacement where all or part of joint was replaced",1.0
OTHERKNEE_P01SVXRLKR,(OTHER KNEE) SV:Left knee baseline x-ray: evidence of knee replacement (calc),1.0
OTHERKNEE_P02KRS3CVL,(OTHER KNEE) Considered knee replacement on left knee,1.0
OTHERKNEE_V00400PAINL,(OTHER KNEE) Left knee pain during 400-meter walk,1.0
P02RACE_IsBlack,P02RACE=Black,1.0
